macro
-41.0,-1.2263150632529897E14,
-33.0,-1.2593748968859723E14,
-31.0,-1.2948896275783719E14,
-31.0,-1.2948896275783719E14,
-31.0,-1.2948896275783719E14,
-28.0,-1.2395090178069338E14,
-24.0,-1.223825469641829E14,
-23.0,-1.2090247845953948E14,
-22.0,-1.1671683207321383E14,
-21.0,-1.156153960386193E14,
-21.0,-1.1453426678169348E14,
micro
-23.0,-8.031686419106786E13,
-23.0,-8.031686419106786E13,
-22.0,-8.124165042438148E13,
-20.0,-8.09028561406961E13,
-19.0,-8.01773705942836E13,
-17.0,-7.971393710895773E13,
-16.0,-7.92641266024235E13,
-16.0,-7.92641266024235E13,
-16.0,-7.920842509771747E13,
-16.0,-7.899436625125248E13,
-16.0,-7.899436625125248E13,
macro
-15.0,-6.079603500013785E13,
-15.0,-6.079603500013785E13,
-15.0,-6.079603500013785E13,
-15.0,-6.061888635286635E13,
-15.0,-6.008747356775883E13,
-15.0,-5.966168763175586E13,
-15.0,-5.966168763175586E13,
-15.0,-5.966168763175586E13,
-15.0,-5.927577576346203E13,
-15.0,-5.922607471821122E13,
-15.0,-5.920066568237976E13,
micro
-14.0,-4.496252004841219E13,
-14.0,-4.496252004841219E13,
-14.0,-4.496252004841219E13,
-14.0,-4.496252004841219E13,
-14.0,-4.475056583570448E13,
-13.0,-4.421555957758469E13,
-13.0,-4.408048039427512E13,
-13.0,-4.396948444538226E13,
-13.0,-4.383019854092866E13,
-13.0,-4.376874226508987E13,
-13.0,-4.376874226508987E13,
macro
-16.0,-3.566525233851387E13,
-16.0,-3.5617499205473266E13,
-16.0,-3.5617499205473266E13,
-16.0,-3.5617499205473266E13,
-16.0,-3.560326721078782E13,
-16.0,-3.555386667426013E13,
-16.0,-3.554652494755177E13,
-16.0,-3.552240151336613E13,
-16.0,-3.550819579150217E13,
-16.0,-3.550819579150217E13,
-16.0,-3.5489928648034164E13,
micro
-16.0,-2.755850595016769E13,
-16.0,-2.7432760816694992E13,
-16.0,-2.7432760816694992E13,
-14.0,-2.767042651527617E13,
-14.0,-2.767042651527617E13,
-14.0,-2.7423507769949348E13,
-14.0,-2.7334416693921414E13,
-14.0,-2.7323054220042516E13,
-14.0,-2.7305780827421973E13,
-14.0,-2.730335661258968E13,
-14.0,-2.7216495040401953E13,
macro
-16.0,-1.760805576438101E13,
-16.0,-1.7576306195648303E13,
-16.0,-1.7563836739592361E13,
-16.0,-1.7541473363512545E13,
-16.0,-1.7505137657270988E13,
-16.0,-1.7467149815489412E13,
-16.0,-1.7467149815489412E13,
-16.0,-1.7467149815489412E13,
-16.0,-1.742887423940474E13,
-16.0,-1.742887423940474E13,
-16.0,-1.740631004728312E13,
micro
-14.0,-1.3368333218873307E13,
-14.0,-1.3365348326019863E13,
-14.0,-1.335285754855436E13,
-14.0,-1.333645230384317E13,
-14.0,-1.3311956450562508E13,
-14.0,-1.3311956450562508E13,
-14.0,-1.3311956450562508E13,
-14.0,-1.3311956450562508E13,
-14.0,-1.3260824998264998E13,
-14.0,-1.3260824998264998E13,
-14.0,-1.3260824998264998E13,
macro
-16.0,-8.775045918019313E12,
-16.0,-8.76279351328484E12,
-16.0,-8.762779581009002E12,
-16.0,-8.762779581009002E12,
-16.0,-8.761386589766114E12,
-16.0,-8.738641250795389E12,
-16.0,-8.738641250795389E12,
-16.0,-8.738641250795389E12,
-16.0,-8.738641250795389E12,
-16.0,-8.738641250795389E12,
micro
-17.0,-4.796701043698972E12,
-17.0,-4.796701043698972E12,
-17.0,-4.796701043698972E12,
-17.0,-4.794707779051519E12,
-17.0,-4.794707779051519E12,
-17.0,-4.786562548624965E12,
-17.0,-4.786562548624965E12,
-17.0,-4.786180257966314E12,
-17.0,-4.784522806950014E12,
-17.0,-4.783409948477501E12,
-17.0,-4.783027587641015E12,
macro
-17.0,-2.978950600981389E12,
-16.0,-2.9669672499470825E12,
-16.0,-2.9669672499470825E12,
-16.0,-2.9669672499470825E12,
-16.0,-2.9669672499470825E12,
-16.0,-2.9669672499470825E12,
micro
-17.0,-2.1667745697053914E12,
-16.0,-2.185985925767518E12,
-16.0,-2.185985925767518E12,
-16.0,-2.185985925767518E12,
-16.0,-2.185985925767518E12,
-16.0,-2.185985925767518E12,
macro
-18.0,-9.120525584648334E11,
-18.0,-9.120525584648334E11,
-18.0,-9.120525584648334E11,
-17.0,-9.115970475494819E11,
-17.0,-9.115970475494819E11,
-17.0,-9.115970475494819E11,
-17.0,-9.115970475494819E11,
-17.0,-9.115970475494819E11,
micro
-18.0,-6.990171464121451E11,
-18.0,-6.990171464121451E11,
-18.0,-6.990171464121451E11,
-18.0,-6.990171464121451E11,
-18.0,-6.990171464121451E11,
macro
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
micro
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
macro
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
-20.0,-6.949554536375319E11,
