-16.0,-9.480891156896669E13,
-16.0,-9.428408504588684E13,
-14.0,-9.935869508942588E13,
-9.0,-9.738497982695972E13,
-7.0,-9.822113719585747E13,
-3.0,-9.617388156722922E13,
-3.0,-9.551491295282772E13,
-1.0,-9.366026180216752E13,
-1.0,-9.359096382170734E13,
-1.0,-9.340223277295222E13,
-1.0,-9.340223277295222E13,
micro
-1.0,-7.0012225751148555E13,
-1.0,-6.970315340520429E13,
-1.0,-6.964502382310034E13,
-1.0,-6.870520467872794E13,
-1.0,-6.811151431620165E13,
-1.0,-6.7877400909202516E13,
-1.0,-6.769098667020635E13,
-1.0,-6.757236247768123E13,
-1.0,-6.727054772829213E13,
-1.0,-6.69738224483673E13,
-1.0,-6.651537220041931E13,
macro
-1.0,-4.478140063437564E13,
-1.0,-4.478140063437564E13,
-1.0,-4.4489143470979086E13,
-1.0,-4.429375974226229E13,
-1.0,-4.392563414160126E13,
-1.0,-4.392563414160126E13,
-1.0,-4.391177799711002E13,
-1.0,-4.3875678989248234E13,
-1.0,-4.3868530678960914E13,
-1.0,-4.366084343845515E13,
-1.0,-4.358560313902147E13,
micro
-3.0,-3.4654625036536844E13,
-3.0,-3.457008257156614E13,
-3.0,-3.4320795108749254E13,
-3.0,-3.4208248309555914E13,
-3.0,-3.402100926224908E13,
-3.0,-3.39951338450214E13,
-3.0,-3.392574708894058E13,
-3.0,-3.392574708894058E13,
-3.0,-3.389014944603771E13,
-2.0,-3.4229179611687254E13,
-2.0,-3.3870114038849586E13,
macro
-2.0,-2.901299068278969E13,
-2.0,-2.8588659951719797E13,
-2.0,-2.840217241940274E13,
-2.0,-2.8361599028116676E13,
-2.0,-2.827406955115941E13,
-2.0,-2.8239691476835953E13,
-2.0,-2.8239691476835953E13,
-2.0,-2.8113825846726098E13,
-2.0,-2.8073821702912113E13,
-2.0,-2.8073821702912113E13,
-2.0,-2.8073821702912113E13,
micro
-2.0,-2.1191648497088523E13,
-2.0,-2.1067746651111902E13,
-2.0,-2.1019405787979297E13,
-2.0,-2.1019405787979297E13,
-2.0,-2.1019405787979297E13,
-2.0,-2.1007898858504953E13,
-2.0,-2.1007898858504953E13,
-2.0,-2.1006715861812242E13,
-2.0,-2.0991162795087805E13,
-2.0,-2.098493886807734E13,
-2.0,-2.0970460580036223E13,
macro
-2.0,-1.596528954148141E13,
-2.0,-1.5932752458516998E13,
-2.0,-1.5884214843916342E13,
-2.0,-1.5884214843916342E13,
-2.0,-1.5872675829180787E13,
-2.0,-1.5824646791563588E13,
-2.0,-1.5824646791563588E13,
-2.0,-1.5824646791563588E13,
-2.0,-1.5824646791563588E13,
-2.0,-1.5821492458765031E13,
-2.0,-1.5821492458765031E13,
micro
-2.0,-1.1517099492733143E13,
-2.0,-1.1472475309160617E13,
-2.0,-1.1472475309160617E13,
-2.0,-1.1472475309160617E13,
-2.0,-1.1452132666362775E13,
-2.0,-1.1452132666362775E13,
-2.0,-1.1449153538594865E13,
-2.0,-1.1449153538594865E13,
-2.0,-1.1449153538594865E13,
-2.0,-1.1449153538594865E13,
-2.0,-1.1449153538594865E13,
macro
-4.0,-7.00142795085661E12,
-4.0,-7.00142795085661E12,
-2.0,-6.958509273551656E12,
-2.0,-6.958509273551656E12,
-2.0,-6.914097712346581E12,
-2.0,-6.914097712346581E12,
-2.0,-6.914097712346581E12,
-2.0,-6.910595786496157E12,
-2.0,-6.910595786496157E12,
-2.0,-6.910595786496157E12,
-2.0,-6.910595786496157E12,
micro
-2.0,-3.747442567176751E12,
-2.0,-3.747442567176751E12,
-2.0,-3.7445284504728926E12,
-2.0,-3.7445284504728926E12,
-2.0,-3.7254359065287915E12,
-2.0,-3.7254359065287915E12,
-2.0,-3.7254359065287915E12,
-2.0,-3.7225811113546606E12,
-2.0,-3.7225811113546606E12,
-2.0,-3.7225811113546606E12,
-2.0,-3.7225811113546606E12,
macro
-2.0,-2.7253752711300933E12,
-2.0,-2.7253752711300933E12,
-2.0,-2.7253752711300933E12,
-2.0,-2.7253752711300933E12,
-2.0,-2.7253752711300933E12,
micro
-2.0,-1.5553896617097708E12,
-2.0,-1.5553858623660115E12,
-2.0,-1.5553858623660115E12,
-2.0,-1.5553858623660115E12,
-2.0,-1.5553858623660115E12,
-2.0,-1.5553858623660115E12,
macro
-5.0,-8.948527916697938E11,
-5.0,-8.948527916697938E11,
-5.0,-8.948527916697938E11,
-5.0,-8.948527916697938E11,
-5.0,-8.948527916697938E11,
micro
-5.0,-5.862819816469653E11,
-5.0,-5.862819816469653E11,
-5.0,-5.862819816469653E11,
-5.0,-5.862819816469653E11,
-5.0,-5.862819816469653E11,
macro
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
micro
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
macro
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
-5.0,-5.862597731657932E11,
micro
